"source","name","domain","code","level","capacity","notes","sdi","uri","onchainassetname","_name","_onchainassetname","_level","_levelNotesUsage"
"Community","Cardano dGov Staying Safe","Governance","000048","Level 0","C","","ca5beabb-e880-4f64-9c1f-453db0f44a70","09680000480001","6361356265616262653838303466363439633166343533646230663434613730","Cardano dGov Staying Safe","ca5beabbe8804f649c1f453db0f44a70","0",""
