"source","name","domain","code","level","capacity","notes","sdi","uri","onchainassetname","_name","_onchainassetname","_level","_levelNotesUsage"
"Community","Cardano dGov Forming a dRep Team","Governance","000047","Level 0","C","","f9113f71-57ef-40ae-a055-62bd93a77e58","09680000470001","6639313133663731353765663430616561303535363262643933613737653538","Cardano dGov Forming a dRep Team","f9113f7157ef40aea05562bd93a77e58","0",""
