"source","name","domain","code","level","capacity","notes","sdi","uri","onchainassetname","_name","_onchainassetname","_level","_levelNotesUsage"
"Community","Cardano dGov sanchogov.tools Register as a dRep","Governance","000044","Level 0","C","","0358edba-341b-44fe-9490-9ba552a7d2d4","09680000440001","3033353865646261333431623434666539343930396261353532613764326434","Cardano dGov sanchogov.tools Register as a dRep","0358edba341b44fe94909ba552a7d2d4","0",""
