"source","name","domain","code","level","capacity","notes","sdi","uri","onchainassetname","_name","_onchainassetname","_level","_levelNotesUsage"
"Community","Cardano dGov sanchogov.tools dRep Voting on a Governance Action","Governance","000046","Level 0","C","","0c8b8da6-b43b-44b8-95fd-9bdf978a118f","09680000460001","3063386238646136623433623434623839356664396264663937386131313866","Cardano dGov sanchogov.tools dRep Voting on a Governance Action","0c8b8da6b43b44b895fd9bdf978a118f","0",""
