"source","name","domain","code","level","capacity","notes","sdi","uri","onchainassetname","_name","_onchainassetname","_level","_levelNotesUsage"
"Community","Cardano dGov sanchogov.tools Register as a Voter","Governance","000043","Level 0","C","","6ac60118-7f7b-499b-8baa-255e23de70ed","09680000430001","3661633630313138376637623439396238626161323535653233646537306564","Cardano dGov sanchogov.tools Register as a Voter","6ac601187f7b499b8baa255e23de70ed","0",""
