"source","name","domain","code","level","capacity","notes","sdi","uri","onchainassetname","_name","_onchainassetname","_level","_levelNotesUsage"
"Community","Cardano dGov sanchogov.tools Registering a Governance Action","Governance","000045","Level 0","C","","d61e9536-a4d1-405f-9736-91e98eb3a00a","09680000450001","6436316539353336613464313430356639373336393165393865623361303061","Cardano dGov sanchogov.tools Registering a Governance Action","d61e9536a4d1405f973691e98eb3a00a","0",""
